,clickstream_userid,S0,S1,S2,S3,Model Score S0,Model Score S1,Model Score S2,Model Score S3
a8dbc4282d82d54c7a6a088766ad4b50,a8dbc4282d82d54c7a6a088766ad4b50,0,0,1,0,0.08,0.02,0.28,0.04
a28d3fc6e16c230c142111285a486882,a28d3fc6e16c230c142111285a486882,1,0,0,0,0.64,0.06,0.14,0.04
e3826c39b2fa10f61409bc42f8b4d878,e3826c39b2fa10f61409bc42f8b4d878,0,0,1,0,0.12,0.12,0.72,0.06
31c067318a0ad85174ba39a226011d19,31c067318a0ad85174ba39a226011d19,0,0,1,0,0.12,0.02,0.72,0.08
58129a50a3dec58529f1056e253186c5,58129a50a3dec58529f1056e253186c5,1,0,0,0,0.74,0.04333333333333334,0.04,0.14
09d193b2e0f7c1b2391d179494716521,09d193b2e0f7c1b2391d179494716521,0,1,0,0,0.1,0.72,0.1,0.02
9669860ba0b31c4871c5cfdd8983a0bb,9669860ba0b31c4871c5cfdd8983a0bb,0,0,0,1,0.2,0.0,0.18,0.76
451a1a95d063093711d4a4c8619cb766,451a1a95d063093711d4a4c8619cb766,1,0,0,0,0.52,0.0,0.1,0.02
85956db1481f73552b4769267337e953,85956db1481f73552b4769267337e953,0,1,0,0,0.42,0.52,0.14,0.0
5726ecf618c027c89c9131f6e393c209,5726ecf618c027c89c9131f6e393c209,0,0,1,0,0.06,0.0,0.86,0.04
089a924993c5128da71d8d4a016f5020,089a924993c5128da71d8d4a016f5020,1,0,0,0,0.48,0.08,0.1,0.18
81c7342473fe59b896ae5818e6822bbb,81c7342473fe59b896ae5818e6822bbb,0,0,0,1,0.14,0.0,0.1,0.58
a686dfd437debeb8f4ccb9bf3d426ded,a686dfd437debeb8f4ccb9bf3d426ded,0,0,0,1,0.14,0.02,0.14,0.62
3aa175648d1bb5c06e13aacf4ac927b9,3aa175648d1bb5c06e13aacf4ac927b9,1,0,0,0,0.82,0.08,0.22,0.0
82b51594662c2f3063165d9a5fb4aa51,82b51594662c2f3063165d9a5fb4aa51,0,0,1,0,0.18,0.1,0.8,0.08
b8e39afffa2b6320e10d7b7190f4a9be,b8e39afffa2b6320e10d7b7190f4a9be,0,0,1,0,0.18,0.04,0.76,0.12
91c2189e450676bc54ed81b0dc398b97,91c2189e450676bc54ed81b0dc398b97,1,0,0,0,0.86,0.0,0.18,0.04
0a2585dafff346826716a9b11a6da3d7,0a2585dafff346826716a9b11a6da3d7,0,0,1,0,0.12,0.04,0.7,0.04
0a7820b0350458484bf863baab5f9f8c,0a7820b0350458484bf863baab5f9f8c,0,0,1,0,0.32,0.02,0.68,0.04
de0ee4aa7b2b5f3161af21d86293cef8,de0ee4aa7b2b5f3161af21d86293cef8,1,0,0,0,0.74,0.04,0.1,0.02
2f92c0a2a3c609f5dab12ca96b31508f,2f92c0a2a3c609f5dab12ca96b31508f,1,0,0,0,0.72,0.1,0.14,0.06
ece74afab174c7be70c1f1c7cde1fa0b,ece74afab174c7be70c1f1c7cde1fa0b,1,0,0,0,0.74,0.02,0.08,0.04
eabac2fd23a078364e1320e9a6461669,eabac2fd23a078364e1320e9a6461669,0,0,1,0,0.12,0.02,0.72,0.04
dda68fb4c4f73da567dc52dc67a8c33b,dda68fb4c4f73da567dc52dc67a8c33b,0,0,0,1,0.1,0.06,0.18,0.64
5ff2eaa4b758831b476e52bb24d68f79,5ff2eaa4b758831b476e52bb24d68f79,1,0,0,0,0.64,0.14,0.08,0.0
90d0c8dd7b2d7dd28c09990fad6a25c5,90d0c8dd7b2d7dd28c09990fad6a25c5,0,1,0,0,0.36,0.68,0.2,0.02
cb53bfcadb0e34c459d316f8b86756b3,cb53bfcadb0e34c459d316f8b86756b3,0,1,0,0,0.3,0.68,0.04,0.02
34e8db20fcc5fb0621b6fd641e9c81fe,34e8db20fcc5fb0621b6fd641e9c81fe,0,0,1,0,0.1,0.02,0.82,0.02
89e9fd356827114f983f6145f15eafab,89e9fd356827114f983f6145f15eafab,1,0,0,0,0.9,0.04,0.12,0.1
3900ddd5c0066e049f673d92480b63a9,3900ddd5c0066e049f673d92480b63a9,0,0,0,1,0.3,0.16,0.08,0.72
af185d1f7b858bc761402df0e53ace26,af185d1f7b858bc761402df0e53ace26,1,0,0,0,0.68,0.04,0.14,0.0
f1407561aeb988d0a61756093c508403,f1407561aeb988d0a61756093c508403,1,0,0,0,0.82,0.08,0.04,0.04
e845a5b84a3c5dea849703518ab53fd3,e845a5b84a3c5dea849703518ab53fd3,1,0,0,0,0.86,0.06,0.14,0.24
b3e797672eb6e03a7b1bd493c6262d96,b3e797672eb6e03a7b1bd493c6262d96,0,0,1,0,0.14,0.02,0.28,0.04
dc1b19ce040f4592c903a40248daef72,dc1b19ce040f4592c903a40248daef72,0,0,0,1,0.28,0.04,0.18,0.66
b8c01b640310b7f018e0f21c86f5c80e,b8c01b640310b7f018e0f21c86f5c80e,0,0,1,0,0.22,0.02,0.78,0.06
d2af778b62c14142394b99fe07bd2e45,d2af778b62c14142394b99fe07bd2e45,0,0,1,0,0.14,0.0,0.38,0.02
7d0f7323b0b955380406bc30e1627d1f,7d0f7323b0b955380406bc30e1627d1f,1,0,0,0,0.8,0.04,0.2,0.06
63f71cf95d567335f5197b4667b0626d,63f71cf95d567335f5197b4667b0626d,1,0,0,0,0.8,0.02,0.16,0.16
ee03592e305cb2eff0595efdfabe414f,ee03592e305cb2eff0595efdfabe414f,1,0,0,0,0.36,0.08,0.14,0.04
f1636c6d505067c31138a41b160e308b,f1636c6d505067c31138a41b160e308b,0,0,1,0,0.24,0.04,0.84,0.04
9cf36655390b2ea5fe754669e08bb554,9cf36655390b2ea5fe754669e08bb554,1,0,0,0,0.78,0.08,0.1,0.04
ffba216102f9e35aa47c33289d593f53,ffba216102f9e35aa47c33289d593f53,0,0,1,0,0.1,0.0,0.78,0.08
e9d45310bb546ac17f6bd301c6a7372e,e9d45310bb546ac17f6bd301c6a7372e,1,0,0,0,0.66,0.08,0.14,0.08
26656550aa13cc46ce57d2a9e533fb3c,26656550aa13cc46ce57d2a9e533fb3c,1,0,0,0,0.96,0.12,0.0,0.14
4dbfae22bfebcb2efbba0c0ee1a104aa,4dbfae22bfebcb2efbba0c0ee1a104aa,0,0,1,0,0.12,0.06,0.78,0.04
1241fe463649132afb0d1642ecc4fa04,1241fe463649132afb0d1642ecc4fa04,0,0,1,0,0.12,0.04,0.66,0.1
b883727d349237b782188344b07d7031,b883727d349237b782188344b07d7031,0,0,0,1,0.12,0.0,0.08,0.66
27b8a0b5e4bb7683459b6d14d9ea356d,27b8a0b5e4bb7683459b6d14d9ea356d,0,0,1,0,0.1,0.0,0.42,0.04
395ce21b50a16e703865aca4ed76c8d1,395ce21b50a16e703865aca4ed76c8d1,0,1,0,0,0.22,0.72,0.16,0.0
cc491c0b578def349aadfd5f3e2b1216,cc491c0b578def349aadfd5f3e2b1216,1,0,0,0,0.8,0.04,0.2,0.06
e527cc80bb59da1d7ad661f8d951543a,e527cc80bb59da1d7ad661f8d951543a,1,0,0,0,0.76,0.1,0.12,0.02
53e375e6d423db37421bc571ef8e235f,53e375e6d423db37421bc571ef8e235f,0,0,1,0,0.08,0.04,0.8,0.06
c227c330f209926d7f54f6b11325de9a,c227c330f209926d7f54f6b11325de9a,0,0,0,1,0.16,0.02,0.04,0.7
f29b6884042c0ac96eea79ef56e1536c,f29b6884042c0ac96eea79ef56e1536c,0,0,1,0,0.38,0.0,0.7,0.04
4cd45f9f5851fdea1f5b651988b86202,4cd45f9f5851fdea1f5b651988b86202,1,0,0,0,0.82,0.0,0.1,0.1
53b01cc6f7355dcf11c26a6a681e877d,53b01cc6f7355dcf11c26a6a681e877d,0,0,1,0,0.3,0.04,0.36,0.06
f8822347226de9d761596430a0eb50b4,f8822347226de9d761596430a0eb50b4,1,0,0,0,0.36,0.06,0.06,0.06
c81438a6a2e2accbd83e9e5ebf2ef002,c81438a6a2e2accbd83e9e5ebf2ef002,0,0,1,0,0.24,0.02,0.72,0.02
21bafebde02e809462771f6efebedd8c,21bafebde02e809462771f6efebedd8c,0,0,0,1,0.12,0.02,0.1,0.54
2dcb6feaa56e8f86e5ec54b24b307c85,2dcb6feaa56e8f86e5ec54b24b307c85,0,0,1,0,0.2,0.02,0.8,0.0
82a6f32e7c312dbf5806ed04c2a12ba1,82a6f32e7c312dbf5806ed04c2a12ba1,0,0,1,0,0.1,0.08,0.8,0.0
74ad99fb614ab7962d325f7cdded5a7f,74ad99fb614ab7962d325f7cdded5a7f,0,0,1,0,0.16,0.02,0.78,0.02
1452cb8b30fea9162cb805aa84692648,1452cb8b30fea9162cb805aa84692648,0,1,0,0,0.2,0.64,0.1,0.04
83d7623fc8333d46305a5e0a427858bb,83d7623fc8333d46305a5e0a427858bb,0,0,1,0,0.12,0.12,0.88,0.04
7f932e99dee0b3b55748f408257a66fc,7f932e99dee0b3b55748f408257a66fc,1,0,0,0,0.84,0.1,0.38,0.0
4d3d7fc0f658a5efb408be24c93bd5fd,4d3d7fc0f658a5efb408be24c93bd5fd,1,0,0,0,0.74,0.0,0.22,0.04
a23afac4268f4e85eee00332d6b8d1c5,a23afac4268f4e85eee00332d6b8d1c5,1,0,0,0,0.16,0.02,0.16,0.10857142857142858
96e3249954dadbc86bfa6d2e5c24776e,96e3249954dadbc86bfa6d2e5c24776e,0,0,1,0,0.16,0.02,0.72,0.06
06ff12dbf06547e98646cddb0bbead1c,06ff12dbf06547e98646cddb0bbead1c,0,0,1,0,0.14,0.04,0.82,0.02
9bac7bc5c126aaef5514ed8097e0168d,9bac7bc5c126aaef5514ed8097e0168d,0,0,1,0,0.1,0.1,0.84,0.04
56a84254e8c7f626abe676faee641418,56a84254e8c7f626abe676faee641418,0,0,1,0,0.24,0.02,0.82,0.02
db7700120b0bcfbb3db1c50d7df85f13,db7700120b0bcfbb3db1c50d7df85f13,1,0,0,0,0.72,0.02,0.16,0.04
392315beff6b57ec86d431b144f6f9ab,392315beff6b57ec86d431b144f6f9ab,1,0,0,0,0.82,0.06,0.14,0.12
da3db9b0e7d758655c66bbc18a9c6bb3,da3db9b0e7d758655c66bbc18a9c6bb3,0,0,1,0,0.16,0.02,0.76,0.08
82e1cefb7470b186694762fba006aecd,82e1cefb7470b186694762fba006aecd,0,0,0,1,0.22,0.02,0.12,0.66
30b9faa02402412ebba36dbfc1d16209,30b9faa02402412ebba36dbfc1d16209,1,0,0,0,0.76,0.06,0.28,0.14
000a7c064cef1db5334d29167bc69cf2,000a7c064cef1db5334d29167bc69cf2,1,0,0,0,0.82,0.04,0.3,0.12
16c054d72f6d964228bb9a0621f08edc,16c054d72f6d964228bb9a0621f08edc,0,1,0,0,0.16,0.7,0.54,0.08
1aa89d9d061a5695422827f19fc9b343,1aa89d9d061a5695422827f19fc9b343,0,0,1,0,0.22,0.04,0.8,0.06
b80b5e07bdd5dfed0abb81e102d9fca5,b80b5e07bdd5dfed0abb81e102d9fca5,1,0,0,0,0.28,0.06,0.1,0.08
29975b6840b7da55e6e8e7c12de07460,29975b6840b7da55e6e8e7c12de07460,0,0,1,0,0.2,0.04,0.84,0.02
add6bfc61976379b501aa659d0732f2d,add6bfc61976379b501aa659d0732f2d,1,0,0,0,0.7,0.08,0.08,0.08
b189ad3e0adfc625c4b606665e7c6ada,b189ad3e0adfc625c4b606665e7c6ada,0,1,0,0,0.28,0.74,0.08,0.08
36699700cc8f18fdcbbc0f08a81de693,36699700cc8f18fdcbbc0f08a81de693,0,0,1,0,0.16,0.02,0.84,0.06
0f0df0d27df4d97a13cdd2045ddff15f,0f0df0d27df4d97a13cdd2045ddff15f,1,0,0,0,0.72,0.04,0.14,0.02
e1afedead968e6d3da41be6e94890661,e1afedead968e6d3da41be6e94890661,1,0,0,0,0.74,0.02,0.24,0.04
8fd8f26a5ee30ef65ce95ab62de83f23,8fd8f26a5ee30ef65ce95ab62de83f23,1,0,0,0,0.72,0.1,0.2,0.0
90cf39a2ddb002d5d991295a650a2a60,90cf39a2ddb002d5d991295a650a2a60,1,0,0,0,0.68,0.06,0.14,0.06
200e76687fec37a1549159ad3fb93c4b,200e76687fec37a1549159ad3fb93c4b,0,0,1,0,0.16,0.04,0.78,0.12
d17bb8abe149013db589b296cc4eccbe,d17bb8abe149013db589b296cc4eccbe,1,0,0,0,0.8,0.04,0.18,0.02
1681e1441c57b8fe62ff82727aa1f5cf,1681e1441c57b8fe62ff82727aa1f5cf,1,0,0,0,0.82,0.12,0.14,0.14
c83e878b5821737edd22e6112ed744c3,c83e878b5821737edd22e6112ed744c3,1,0,0,0,0.36,0.06,0.12,0.08
7801c877e8635868c76e36299ad73245,7801c877e8635868c76e36299ad73245,0,0,0,1,0.1,0.08,0.16,0.58
0f22eb73774ed0d815b67361cd1fc6a3,0f22eb73774ed0d815b67361cd1fc6a3,1,0,0,0,0.86,0.06,0.24,0.06
9071d953f2ff7dfc67456cdffb4a9a7c,9071d953f2ff7dfc67456cdffb4a9a7c,0,0,1,0,0.12,0.04,0.4,0.04
6d0d3b995358af58b05b0914e3bc0d86,6d0d3b995358af58b05b0914e3bc0d86,1,0,0,0,0.76,0.0,0.12,0.02
bf16690b12876be4d25ff05db13c7874,bf16690b12876be4d25ff05db13c7874,0,1,0,0,0.44,0.72,0.16,0.02
f249199db8ec05ab23ad9d7f7f5a793f,f249199db8ec05ab23ad9d7f7f5a793f,0,0,0,1,0.12,0.12,0.2,0.62
b4cc662ace3995487acfe472cf8dd4f0,b4cc662ace3995487acfe472cf8dd4f0,1,0,0,0,0.82,0.02,0.18,0.04
7d0862bb0a28696f4a5391d9de9225c9,7d0862bb0a28696f4a5391d9de9225c9,0,0,1,0,0.12,0.04,0.66,0.06
183f3c3c056b3a61e03c4125f219e8dc,183f3c3c056b3a61e03c4125f219e8dc,0,1,0,0,0.12,0.64,0.3,0.013333333333333332
7a4a9dd2eb91d77d8f7c480021faa37b,7a4a9dd2eb91d77d8f7c480021faa37b,1,0,0,0,0.8,0.0,0.16,0.04
4f9a8c27188292e88a9e47993bc82d22,4f9a8c27188292e88a9e47993bc82d22,0,0,0,1,0.14,0.06,0.04,0.6
c98b21bf771afbf7ee601d39f8e63dc1,c98b21bf771afbf7ee601d39f8e63dc1,0,0,1,0,0.18,0.04,0.72,0.08
ad553ccb1fe007eef1259ad28f01b6a5,ad553ccb1fe007eef1259ad28f01b6a5,1,0,0,0,0.68,0.08,0.16,0.08
efeabfb444073b701a4e342b54ffa731,efeabfb444073b701a4e342b54ffa731,1,0,0,0,0.8,0.0,0.14,0.04
6c99a41d36264df863affbdfa2a4befd,6c99a41d36264df863affbdfa2a4befd,1,0,0,0,0.64,0.02,0.14,0.04
45fe4f8c4002a9b00f909a655282bbbd,45fe4f8c4002a9b00f909a655282bbbd,0,0,1,0,0.4,0.08,0.72,0.04
c2bbaffe1d0b87a81903f3ab417c6fe8,c2bbaffe1d0b87a81903f3ab417c6fe8,0,0,0,1,0.12,0.08,0.12,0.68
45efa242f8aea11bc708c9706300ebf8,45efa242f8aea11bc708c9706300ebf8,0,1,0,0,0.1,0.74,0.08,0.04
5e90370bb38461804e1c0c99f01668fc,5e90370bb38461804e1c0c99f01668fc,0,1,0,0,0.1,0.78,0.26,0.06
efec94f1af3360479ecd3d3fc9bda60e,efec94f1af3360479ecd3d3fc9bda60e,0,0,1,0,0.08,0.0,0.32,0.04
bb238165d595bb08f881efc205bf4d18,bb238165d595bb08f881efc205bf4d18,1,0,0,0,0.68,0.06,0.1,0.0
9a966bb5737595fb1b66bdeb29f51920,9a966bb5737595fb1b66bdeb29f51920,1,0,0,0,0.76,0.06,0.14,0.08
8bd72a9d4f11cc2def883a985ebea67f,8bd72a9d4f11cc2def883a985ebea67f,0,0,1,0,0.24,0.04,0.78,0.06
71eb72f53b2b7f32b92dcd763c0e8a9c,71eb72f53b2b7f32b92dcd763c0e8a9c,0,0,0,1,0.14,0.12,0.5,0.68
1c1da12f1eeb7cc0c1fada239597610e,1c1da12f1eeb7cc0c1fada239597610e,1,0,0,0,0.8,0.04,0.12,0.04
c055d35618fc68b610113630f7d53697,c055d35618fc68b610113630f7d53697,1,0,0,0,0.76,0.04,0.1,0.0
92b8cb2603789195b272cddb685d7282,92b8cb2603789195b272cddb685d7282,1,0,0,0,0.8,0.0,0.12,0.04
fe6a612bac829323037773c25f7e82e5,fe6a612bac829323037773c25f7e82e5,0,0,1,0,0.22,0.02,0.78,0.04
d9efec12b3bdda3884d6284a4af003eb,d9efec12b3bdda3884d6284a4af003eb,1,0,0,0,0.86,0.02,0.38,0.18
65d2dda72a5cc6da5ceb7df86f5e401d,65d2dda72a5cc6da5ceb7df86f5e401d,0,0,0,1,0.12,0.04,0.4,0.48
49f8917b153ed2d3e064567f501d1456,49f8917b153ed2d3e064567f501d1456,0,1,0,0,0.16,0.6,0.18,0.06
8dbcd3d6e8956fa6d3607194aa8712f9,8dbcd3d6e8956fa6d3607194aa8712f9,1,0,0,0,0.74,0.06,0.16,0.04
b4f718d35ca4c7708e5c1c3cd2d5465c,b4f718d35ca4c7708e5c1c3cd2d5465c,1,0,0,0,0.74,0.1,0.14,0.02
acace8d5af9cb190622d984eac0d78bf,acace8d5af9cb190622d984eac0d78bf,0,0,1,0,0.1,0.02,0.84,0.12
9bff997808f62fbb3a412a0c0993df6d,9bff997808f62fbb3a412a0c0993df6d,0,0,1,0,0.12,0.06,0.7,0.04
1eb2a40ccd031c28877635299f4f2e77,1eb2a40ccd031c28877635299f4f2e77,1,0,0,0,0.88,0.0,0.1,0.02
53883011957e83c4ceabbabbe1000465,53883011957e83c4ceabbabbe1000465,1,0,0,0,0.72,0.08,0.1,0.1
4ef035f012a63da118e7861394ce1343,4ef035f012a63da118e7861394ce1343,1,0,0,0,0.56,0.12,0.32,0.06
cb78e221c95c128d1b298b76ea1270b6,cb78e221c95c128d1b298b76ea1270b6,1,0,0,0,0.86,0.02,0.16,0.06
4836812ef190d0474b52ce20c49e971e,4836812ef190d0474b52ce20c49e971e,1,0,0,0,0.82,0.08,0.22,0.1
e257f3774a1fec454565571d3ed8c9fa,e257f3774a1fec454565571d3ed8c9fa,0,1,0,0,0.16,0.72,0.16,0.02
74f838292e05d381955a98a3008d32d6,74f838292e05d381955a98a3008d32d6,1,0,0,0,0.76,0.06,0.08,0.02
1534256660ca2d3e6650c8eb72c1d30b,1534256660ca2d3e6650c8eb72c1d30b,1,0,0,0,0.82,0.0,0.12,0.06
ef9c1ec5d13e7a63c8d193a73ae16dcd,ef9c1ec5d13e7a63c8d193a73ae16dcd,1,0,0,0,0.82,0.02,0.16,0.0
31135057e3d996795634bfc8aefdbd7a,31135057e3d996795634bfc8aefdbd7a,0,0,1,0,0.1,0.06,0.72,0.04
8702a25050f01dcc76213121c82cf0fa,8702a25050f01dcc76213121c82cf0fa,0,0,1,0,0.16,0.02,0.78,0.08
099d25a1c292a6d7c044fdc7b6e4aa32,099d25a1c292a6d7c044fdc7b6e4aa32,1,0,0,0,0.82,0.12,0.16,0.04
82f14e649da83e5e871831ccd7172c63,82f14e649da83e5e871831ccd7172c63,0,0,0,1,0.06,0.06,0.14,0.64
c6a207378af04535e4d2d08196e93fb7,c6a207378af04535e4d2d08196e93fb7,0,0,1,0,0.18,0.04,0.34,0.04
500bd649907706af290c7054764c71fa,500bd649907706af290c7054764c71fa,1,0,0,0,0.78,0.12,0.14,0.1
c6f58004b1dbd3249a4c96e7b28aa031,c6f58004b1dbd3249a4c96e7b28aa031,0,0,1,0,0.22,0.02,0.7,0.12
7d0d24b3cc5ebbcead07b8a3221588db,7d0d24b3cc5ebbcead07b8a3221588db,1,0,0,0,0.82,0.02,0.14,0.06
baf0e4ac7bffc6f0f0c817f62353adf6,baf0e4ac7bffc6f0f0c817f62353adf6,1,0,0,0,0.64,0.02,0.14,0.0
58bdb7b022c79673cb00a3ebba7d5306,58bdb7b022c79673cb00a3ebba7d5306,1,0,0,0,0.765,0.06,0.2,0.06857142857142857
a5af5f80c07bd41875d795a581719e74,a5af5f80c07bd41875d795a581719e74,1,0,0,0,0.72,0.06,0.08,0.02
e10fe73066440a55335779761c3ed24b,e10fe73066440a55335779761c3ed24b,1,0,0,0,0.86,0.14,0.12,0.14
23551db4bebae4e5da29816f1c80dc7f,23551db4bebae4e5da29816f1c80dc7f,0,1,0,0,0.16,0.08,0.32,0.06
1226bbf2c7b3316529ca1d36617a7d0e,1226bbf2c7b3316529ca1d36617a7d0e,1,0,0,0,0.84,0.08,0.2,0.04
ff49f756f9d816862ae3e16c33a15c50,ff49f756f9d816862ae3e16c33a15c50,1,0,0,0,0.84,0.02,0.12,0.06
20ad2554bac31466ef245cf7a5b88b95,20ad2554bac31466ef245cf7a5b88b95,0,0,0,1,0.18,0.04,0.14,0.58
19bcad72449ba6c1dba585b6e34874a2,19bcad72449ba6c1dba585b6e34874a2,0,0,1,0,0.22,0.12,0.76,0.1
a0a5a4d9932270c955304cf550534205,a0a5a4d9932270c955304cf550534205,0,1,0,0,0.16,0.62,0.4,0.14
a21b24558ec8eb4163d42937c04a735c,a21b24558ec8eb4163d42937c04a735c,1,0,0,0,0.72,0.04,0.14,0.0
4f819a6f8469094398e6e5b9f146b5d8,4f819a6f8469094398e6e5b9f146b5d8,1,0,0,0,0.88,0.04,0.18,0.0
40a5ea900d728b1f3b54e799da598713,40a5ea900d728b1f3b54e799da598713,1,0,0,0,0.82,0.08,0.42,0.02
456b2e0dfc5b8285b6a15435434895a1,456b2e0dfc5b8285b6a15435434895a1,1,0,0,0,0.68,0.0,0.28,0.06
66fc48db2dc45d20c899a52e3de8de39,66fc48db2dc45d20c899a52e3de8de39,0,0,1,0,0.22,0.0,0.4,0.04
7d440bd6f19e94e7f0ea0e887c141aca,7d440bd6f19e94e7f0ea0e887c141aca,0,0,1,0,0.18,0.0,0.78,0.08
46869477463fa89d09cbff677928d71e,46869477463fa89d09cbff677928d71e,1,0,0,0,0.74,0.02,0.14,0.06
2ff8580f61b5b09fe666c2a9a6da2b27,2ff8580f61b5b09fe666c2a9a6da2b27,1,0,0,0,0.66,0.22,0.18,0.04
8acca574f1679c8bf40c8ebe5faee812,8acca574f1679c8bf40c8ebe5faee812,0,0,1,0,0.08,0.06,0.66,0.02
ab9e3e8e769b857f2117a2c89c46bae9,ab9e3e8e769b857f2117a2c89c46bae9,0,0,1,0,0.12,0.06,0.74,0.02
1b2590ea9ed7d592748f41932c59d31c,1b2590ea9ed7d592748f41932c59d31c,0,0,1,0,0.12,0.02,0.72,0.04
fd6eefa99bee972511529175d443b5b5,fd6eefa99bee972511529175d443b5b5,0,1,0,0,0.14,0.78,0.14,0.16
f5386cf68dd338bd70daf2c892b70b19,f5386cf68dd338bd70daf2c892b70b19,0,0,1,0,0.14,0.04,0.8,0.04
96286fcf9e94dc28aa0be4fdc04636c9,96286fcf9e94dc28aa0be4fdc04636c9,1,0,0,0,0.68,0.06,0.06,0.08
ec1f8509a615ef8bdf8d6f9c2661c24a,ec1f8509a615ef8bdf8d6f9c2661c24a,1,0,0,0,0.84,0.1,0.12,0.08
fdbf4e16cfa975227afb4245d4392eef,fdbf4e16cfa975227afb4245d4392eef,1,0,0,0,0.7,0.04,0.16,0.06
b761a7d591e5b8ac8181cfd4a8305bfb,b761a7d591e5b8ac8181cfd4a8305bfb,0,0,1,0,0.42,0.0,0.74,0.2
c79d8606899f182b9cf7f8eb5fe27ec1,c79d8606899f182b9cf7f8eb5fe27ec1,1,0,0,0,0.76,0.0,0.16,0.0
89c3936355e48751d50ce47c75f33992,89c3936355e48751d50ce47c75f33992,0,0,1,0,0.08,0.0,0.78,0.02
100aeab1dab84e0c376343555a7719b5,100aeab1dab84e0c376343555a7719b5,0,1,0,0,0.1,0.7,0.38,0.24
5cf455b0f4dbca54f075af550fbf8112,5cf455b0f4dbca54f075af550fbf8112,0,0,1,0,0.08,0.08,0.82,0.06
326918745d603f57559b2a812ba7f3ac,326918745d603f57559b2a812ba7f3ac,0,0,1,0,0.04,0.06,0.72,0.1
f76871f486dcd579a33219d39ee47fe8,f76871f486dcd579a33219d39ee47fe8,0,0,1,0,0.16,0.0,0.32,0.02
2f7a4250400b7e427434d551676d4f5e,2f7a4250400b7e427434d551676d4f5e,0,0,1,0,0.1,0.04,0.82,0.04
e1a43b22617a5c8a86bc9b82fbe370a1,e1a43b22617a5c8a86bc9b82fbe370a1,0,0,1,0,0.12,0.02,0.78,0.04
3757ec724a169e0acf707a2604da15a8,3757ec724a169e0acf707a2604da15a8,0,0,1,0,0.18,0.04,0.84,0.04
a3caeda78f3802b3419d60fc18cc6216,a3caeda78f3802b3419d60fc18cc6216,0,0,1,0,0.14,0.0,0.7,0.02
2a15debfd06943404a66775d5596f769,2a15debfd06943404a66775d5596f769,1,0,0,0,0.82,0.04,0.08,0.04
e9f17d08c4667cdead0aff84ecf32660,e9f17d08c4667cdead0aff84ecf32660,0,0,0,1,0.22,0.0,0.13142857142857142,0.66
61436a08d9f4a723801a60bbb5f1c9fd,61436a08d9f4a723801a60bbb5f1c9fd,0,0,1,0,0.1,0.0,0.82,0.02
bc64457c68dc2f9abbca71616585a8c4,bc64457c68dc2f9abbca71616585a8c4,1,0,0,0,0.82,0.02,0.06,0.04
d63f2995f5c01fc73e999c933759f900,d63f2995f5c01fc73e999c933759f900,1,0,0,0,0.4,0.02,0.16,0.04
08a26b23fc13832c05a28ce0e292aabe,08a26b23fc13832c05a28ce0e292aabe,1,0,0,0,0.82,0.06,0.06,0.06
27abd3c05a429de75f45bfb6728f5ef5,27abd3c05a429de75f45bfb6728f5ef5,1,0,0,0,0.84,0.0,0.14,0.06
c97d61512c25654f11e4cc4be497ab05,c97d61512c25654f11e4cc4be497ab05,0,1,0,0,0.24,0.78,0.1,0.0
72f7099282e7400bb242311a249dd215,72f7099282e7400bb242311a249dd215,0,0,1,0,0.14,0.02,0.78,0.0
161710859a80fd69d1e75a2397f60c67,161710859a80fd69d1e75a2397f60c67,0,1,0,0,0.18,0.7,0.16,0.22
961336663c5a9c9bd92b728f542a4d38,961336663c5a9c9bd92b728f542a4d38,0,0,0,1,0.1,0.0,0.18,0.58
378542b136fae107a7eb1b0ebc642064,378542b136fae107a7eb1b0ebc642064,0,0,1,0,0.12,0.14,0.74,0.04
91892cc991cb8754d61b3874a9dff883,91892cc991cb8754d61b3874a9dff883,0,1,0,0,0.28,0.68,0.38,0.04
9d93230938a826f04c1b3192b87a2025,9d93230938a826f04c1b3192b87a2025,0,0,1,0,0.18,0.04,0.78,0.0
b654a5baf806dedf2cbdec72cbbf9260,b654a5baf806dedf2cbdec72cbbf9260,0,0,1,0,0.2,0.08,0.78,0.04
c6c72d4436f56d2e6b7e083f0c19113b,c6c72d4436f56d2e6b7e083f0c19113b,0,0,1,0,0.12,0.02,0.68,0.04
298983d93e5563fd6ce70932536f2824,298983d93e5563fd6ce70932536f2824,0,0,1,0,0.16,0.06,0.8,0.14
1f511fb33415471efd2fead6d1117a54,1f511fb33415471efd2fead6d1117a54,1,0,0,0,0.74,0.02,0.12,0.02
0773881301c0271b7d63d73c17166eec,0773881301c0271b7d63d73c17166eec,1,0,0,0,0.4,0.12,0.18,0.04
de2f4b9c0f7b688c8e802ba81031bd77,de2f4b9c0f7b688c8e802ba81031bd77,0,0,1,0,0.1,0.1,0.84,0.06
ef8d992753b3b77b8a14ff4cf8a8c266,ef8d992753b3b77b8a14ff4cf8a8c266,0,0,1,0,0.12,0.02,0.8,0.02
fd7c2d87aeb78efe85ce30d655c84dd6,fd7c2d87aeb78efe85ce30d655c84dd6,1,0,0,0,0.68,0.0,0.08,0.0
5134a79655c774666b086df57204ff13,5134a79655c774666b086df57204ff13,1,0,0,0,0.82,0.24,0.24,0.08
